요양기관명,종별코드명,시군구코드명,우편번호,주소,x좌표,y좌표
좋은날신경과의원,의원,대전서구,35382,대전광역시 서구 구봉로 125 스카이프라자 3층 (관저동),127.3369463,36.296682
좋은이웃내과의원,의원,대전서구,35214,대전광역시 서구 월평북로 88 2층 (월평동),127.3779315,36.3620572
좋은정형외과의원,의원,대전유성구,34175,대전광역시 유성구 계룡로 11 (구암동),127.3324668,36.3563939
주생명의원,의원,대전유성구,34199,"대전광역시 유성구 도안대로 511-13 1층, 3층, 4층 110호, 302호, 401호, 402호 (상대동)",127.3392798,36.3456788
주인하이비인후과의원,의원,대전서구,35234,대전광역시 서구 대덕대로 202 6층 (둔산동),127.378641,36.3508361
준이비인후과의원,의원,대전유성구,34049,"대전광역시 유성구 엑스포로 488 (전민동, 엑스포코아 4층 7호)",127.4056962,36.4000099
중부우리안과의원,의원,대전중구,34914,"대전광역시 중구 중앙로 136 2,3층 (대흥동)",127.4248085,36.3280322
중부정형외과신경외과의원,의원,대전중구,34909,대전광역시 중구 계룡로 876 4층 (오류동),127.4110486,36.3231872
중앙내과의원,의원,대전유성구,34177,대전광역시 유성구 계룡로 50 (봉명동),127.3365212,36.3549289
중앙신경외과의원,의원,대전동구,34700,"대전광역시 동구 대전로 307 지하1층,1층 (대성동, 중앙신경외과)",127.4605031,36.2952017
중앙신경정신과의원,의원,대전중구,34828,대전광역시 중구 동서대로 1319 (용두동),127.4057069,36.3290958
중앙이비인후과의원,의원,대전중구,34832,"대전광역시 중구 중앙로 149 3층 302호 (은행동, 한솔그린타워)",127.4260116,36.3290641
중앙재활의학과의원,의원,대전중구,34812,대전광역시 중구 목중로 50 3층 (중촌동),127.4096161,36.3378398
중앙훼밀리의원,의원,대전유성구,34117,대전광역시 유성구 신성남로 49 (신성동),127.3502068,36.3866714
지앤미피부과의원,의원,대전중구,34909,"대전광역시 중구 계백로 1709 303,304호 (오류동)",127.4090391,36.3218903
지정신건강의학과의원,의원,대전중구,34944,대전광역시 중구 중앙로 10 2층 (문화동),127.4134732,36.3223728
지정신건강의학과의원,의원,대전서구,35241,대전광역시 서구 둔산중로 50 4층 401호 (둔산동),127.3872936,36.3510089
지현성모안과의원,의원,대전대덕구,34422,"대전광역시 대덕구 계족산로 2 304호 (중리동, 조은크리닉)",127.4320412,36.361317
진가정의학과의원,의원,대전서구,35372,"대전광역시 서구 관저로 83 201호 (관저동, 신선마을아파트상가)",127.3327005,36.3000808
진잠연합의원,의원,대전유성구,34227,대전광역시 유성구 원내로 37 (원내동),127.3198828,36.3001247
차종식피부과의원,의원,대전서구,35259,"대전광역시 서구 둔산중로 19 2층 (탄방동, 샤크존)",127.3861739,36.3482141
참내과의원,의원,대전중구,35048,"대전광역시 중구 대종로 299 2,3층 (부사동)",127.435389,36.3126128
참사랑정형외과의원,의원,대전유성구,34086,대전광역시 유성구 노은로 144 (지족동),127.318418,36.3725376
참이비인후과의원,의원,대전중구,34909,대전광역시 중구 계백로 1715 1동 305호 (오류동),127.4098107,36.3220645
참재활의학과의원,의원,대전중구,34910,"대전광역시 중구 계백로 1681 3,4층 (오류동)",127.4062417,36.3209368
참정형외과의원,의원,대전중구,34903,대전광역시 중구 계룡로 804 202호 (오류동),127.4056135,36.3276914
참조은내과의원,의원,대전중구,35008,"대전광역시 중구 당디로6번길 76 302,304,305호 (문화동, 두루타운)",127.3984202,36.3072873
참조은이비인후과의원,의원,대전동구,34695,대전광역시 동구 은어송로 60 지티엠빌딩 4층 (가오동),127.4561453,36.3061878
참좋은소아청소년과의원,의원,대전대덕구,34304,"대전광역시 대덕구 대덕대로 1555 상가동 3층 304호 (석봉동, 금강엑슬루타워)",127.420464,36.451758
참좋은이비인후과의원,의원,대전서구,35382,대전광역시 서구 구봉로 121 5층 502호 (관저동),127.3363187,36.2967339
참편한연합의원,의원,대전중구,34891,대전광역시 중구 계백로 1567 2~3층 (유천동),127.3941455,36.3178799
창안과의원,의원,대전동구,34628,"대전광역시 동구 대전로 789 1,2,3층 (중동)",127.4329591,36.3299807
척신경과의원,의원,대전중구,34922,대전광역시 중구 대전천서로 457 4층 (은행동),127.4288251,36.3294978
청담내과의원,의원,대전대덕구,34406,대전광역시 대덕구 동춘당로 179 (법동),127.4316129,36.3673979
청담맑은의원,의원,대전서구,35368,대전광역시 서구 계백로 1141 (가수원동),127.3500625,36.3047903
청담여성의원,의원,대전서구,35223,"대전광역시 서구 월평중로 36 3,4층 (월평동)",127.3641749,36.35792119
청담이비인후과의원,의원,대전중구,34900,대전광역시 중구 계백로 1597 2층 (유천동),127.3975512,36.3187763
청담정신건강의학과의원,의원,대전유성구,34179,"대전광역시 유성구 계룡로 84 (봉명동, 레자미3차)",127.3399799,36.3537932
청담피부과의원,의원,대전서구,35229,대전광역시 서구 둔산로31번길 21 5층 (둔산동),127.377265,36.3527016
청사신경외과의원,의원,대전서구,35203,대전광역시 서구 대덕대로 396 3층 (만년동),127.3799752,36.3682122
청사이비인후과의원,의원,대전서구,35209,"대전광역시 서구 청사로 228 305호 (둔산동, 청사오피스텔)",127.3890959,36.3594201
청춘재활의학과의원,의원,대전중구,34869,대전광역시 중구 계룡로 861 골든타워 7층 (용두동),,
초록내과의원,의원,대전서구,35407,대전광역시 서구 복수동로 39-26 2층 (복수동),127.3799951,36.3002396
초원의원,의원,대전서구,35201,"대전광역시 서구 만년로 45 207호 (만년동, 초원아파트상가)",127.3780703,36.3682822
초이스뷰의원,의원,대전서구,35230,대전광역시 서구 둔산로 20 5층 (둔산동),127.3762063,36.3518848
최경호가정의학과의원,의원,대전유성구,34159,"대전광역시 유성구 학하중앙로59번길 5-3 (덕명동, 호연빌딩)",127.3016983,36.3459978
최규남성형외과의원,의원,대전서구,35264,"대전광역시 서구 계룡로 599 5층 (탄방동, 한밭새마을금고사옥)",127.3901908,36.3412676
최금숙산부인과의원,의원,대전서구,35400,대전광역시 서구 계백로 1388 1층 (도마동),127.376084,36.310982
최내과의원,의원,대전동구,34640,대전광역시 동구 계족로 171 3층 (대동),,
최비뇨기과의원,의원,대전동구,34580,대전광역시 동구 계족로 393-1 (성남동),127.4320773,36.3468576
최용석내과의원,의원,대전서구,35233,"대전광역시 서구 둔산로 67 2층 (둔산동, 경보빌딩)",127.3812867,36.3515681
최원조이비인후과의원,의원,대전유성구,34007,대전광역시 유성구 구즉로 84 (봉산동),127.3870986,36.4358357
최인기내과의원,의원,대전동구,34684,대전광역시 동구 대전로542번길 80-47 3층 (천동),127.4466091,36.3160486
최재호마취통증의학과의원,의원,대전유성구,34127,"대전광역시 유성구 죽동로297번길 68 2층 203, 204호 (죽동)",127.3390682,36.3699814
충청외과의원,의원,대전서구,35241,"대전광역시 서구 둔산중로 38 3층 (둔산동, 메트로존)",127.3872546,36.3499147
카라의원,의원,대전서구,35230,대전광역시 서구 둔산로 26 5층 (둔산동),127.3766989,36.3517705
카이스트부속의원,의원,대전유성구,34141,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원 E-21)",127.3608437,36.3717787
케이한마음의원,의원,대전유성구,34218,대전광역시 유성구 도안북로 79 503호 (용계동),127.3385512,36.3432382
코넬부부의원,의원,대전유성구,34169,"대전광역시 유성구 계룡로 55 3층 304호 (봉명동, 유성자이)",,
코뿔소이비인후과의원,의원,대전서구,35264,대전광역시 서구 계룡로 599 MG한밭빌딩 5층 (탄방동),127.3901908,36.3412676
코스모내과의원,의원,대전중구,34903,대전광역시 중구 계룡로 804 코스모메디컬 (오류동),127.4056135,36.3276914
코아이비인후과의원,의원,대전유성구,34227,"대전광역시 유성구 원내로39번길 17 201호 (원내동, 코아 02동)",127.3199554,36.3005961
코앤이비인후과의원,의원,대전중구,34910,대전광역시 중구 계백로 1681 2층 (오류동),127.4062417,36.3209368
쾌유내과의원,의원,대전서구,35250,대전광역시 서구 둔산로 232 2층 (둔산동),127.3996391,36.3510488
쿨맨남성의원,의원,대전서구,35230,대전광역시 서구 둔산로 34 (둔산동),127.3775316,36.3513987
퀸즈메디산부인과의원,의원,대전서구,35262,대전광역시 서구 문정로 62 프라임빌딩 (탄방동),127.3861645,36.3464594
크로바안과의원,의원,대전서구,35241,"대전광역시 서구 둔산로 144 3층 (둔산동, 남원프라자)",127.3898609,36.3509916
크로바재활의학과의원,의원,대전서구,35240,"대전광역시 서구 둔산로 129 201,302호 (둔산동)",127.3882963,36.351577
크리미의원,의원,대전서구,35229,"대전광역시 서구 둔산로 25 3,4층 (둔산동)",127.3768975,36.3521268
크리미의원,의원,대전유성구,34168,"대전광역시 유성구 대학로 9 4,5층 (봉명동)",,
큰사랑의원,의원,대전서구,35225,"대전광역시 서구 월평로 58 3층 (월평동, 조명빌딩)",127.3633681,36.3559593
키즈웰소아청소년과의원,의원,대전서구,35362,"대전광역시 서구 도안대로 25 104,105호 (관저동)",127.3343934,36.3038833
킴스의원,의원,대전서구,35402,대전광역시 서구 계백로 1440 4층 (도마동),127.3811345,36.3133029
타임플러스성형외과의원,의원,대전서구,35234,대전광역시 서구 대덕대로 202 경구빌딩 8층 (둔산동),127.378641,36.3508361
타임피부과의원,의원,대전서구,35241,대전광역시 서구 둔산중로 50 파이낸스빌딩 202호 (둔산동),127.3872936,36.3510089
탄방정신건강의학과의원,의원,대전서구,35264,대전광역시 서구 계룡로 605 메디칼센터상아빌딩 6층 605호 (탄방동),,
탑신경외과의원,의원,대전서구,35331,대전광역시 서구 도산로 92 (도마동),127.3788305,36.3166352
태전마취통증의학과의원,의원,대전동구,34630,"대전광역시 동구 대전천동로 502 2층 (원동, 희성빌딩)",127.4331076,36.3262288
태평드림내과의원,의원,대전중구,34892,대전광역시 중구 동서대로 1218 4층 (태평동),127.3952896,36.3255391
태평비뇨기과의원,의원,대전중구,34892,"대전광역시 중구 동서대로 1218 401호 (태평동, 태평크리닉)",127.3952896,36.3255391
태평정형외과의원,의원,대전중구,34887,대전광역시 중구 평촌로 58 동양빌딩 501호 (유천동),127.3934565,36.3212053
털보헤어플러스의원,의원,대전서구,35264,대전광역시 서구 계룡로 605 801호 (탄방동),127.3905607,36.3409344
테크노내과의원,의원,대전유성구,34018,대전광역시 유성구 테크노4로 105 4층 (관평동),127.3897584,36.4253029
테크노본정형외과의원,의원,대전유성구,34018,"대전광역시 유성구 테크노중앙로 50 A동 4층 405,406호 (관평동)",127.390667,36.4262781
테크노산부인과의원,의원,대전유성구,34017,대전광역시 유성구 테크노중앙로 40 5층 (관평동),127.3899273,36.4265943
테크노성모외과의원,의원,대전유성구,34017,대전광역시 유성구 테크노중앙로 38 3층 (관평동),127.3896996,36.4267096
테크노연세피부과의원,의원,대전유성구,34018,대전광역시 유성구 테크노중앙로 50 B동 4층 401~404호 (관평동),127.390667,36.4262781
테크노키즈소아과의원,의원,대전유성구,34019,대전광역시 유성구 테크노4로 141 (관평동),127.3878069,36.4222622
토리소아청소년과의원,의원,대전서구,35220,"대전광역시 서구 청사로 130 41호 (월평동, 청사로프라자)",127.3784112,36.3595692
톡스앤필의원대전둔산점,의원,대전서구,35233,"대전광역시 서구 대덕대로 226 2,4층 404,405호 (둔산동)",,
튼튼소아청소년과의원,의원,대전서구,35250,대전광역시 서구 둔산로 210-1 (둔산동),127.3972933,36.3510479
튼튼소아청소년과의원,의원,대전대덕구,34401,"대전광역시 대덕구 동춘당로94번길 11-27 402호 (송촌동, 하나로플라자)",127.4389584,36.3664181
튼튼한정형외과의원,의원,대전유성구,34018,대전광역시 유성구 관평2로 7 (관평동),127.3912785,36.4256281
파인마취통증의학과의원,의원,대전서구,35368,"대전광역시 서구 계백로 1135 MK클리닉 704,705,706호 (가수원동)",127.3495016,36.3047704
파티마정형외과의원,의원,대전서구,35265,"대전광역시 서구 대덕대로168번길 94 1층,3층 (갈마동)",127.3792702,36.344457
판암가정의학과의원,의원,대전동구,34677,대전광역시 동구 옥천로 186 (판암동),127.4609805,36.3174716
퍼스트365소아청소년과의원,의원,대전유성구,34017,"대전광역시 유성구 테크노중앙로 40 3,4층 (관평동, 남일프라자)",127.3899273,36.4265943
페이스성형외과의원,의원,대전서구,35230,대전광역시 서구 대덕대로 203 3층 (둔산동),127.3779281,36.3512445
편안한통증의학과의원,의원,대전서구,35214,대전광역시 서구 월평북로 82 3층 (월평동),127.3772969,36.3620164
편한내과의원,의원,대전유성구,34073,"대전광역시 유성구 지족로 282 코오롱타워2 502-2호, 503호, 504호, 505호 (지족동)",,
편한몸마취통증의학과의원,의원,대전동구,34676,대전광역시 동구 옥천로 178 2층 (판암동),127.4600945,36.3170396
평강정형외과의원,의원,대전대덕구,34356,"대전광역시 대덕구 아리랑로 217 (법동, 한국주택은행중리출장소)",127.4275378,36.3745444
평안정형외과의원,의원,대전대덕구,34330,대전광역시 대덕구 덕암로265번길 25 (덕암동),127.4243416,36.4444642
포에버의원,의원,대전서구,35230,대전광역시 서구 대덕대로 189 3층 (둔산동),127.3772812,36.3502396
폴라인피부과의원,의원,대전서구,35241,대전광역시 서구 문예로 43 2층 (둔산동),127.3898329,36.3505931
푸른가정의원,의원,대전대덕구,34380,대전광역시 대덕구 동심1길 3 1층 (오정동),127.4172138,36.3620341
푸른내과의원,의원,대전서구,35294,대전광역시 서구 갈마로 255 2층 (괴정동),127.3822926,36.3335036
푸른외과의원,의원,대전서구,35223,대전광역시 서구 월평중로 24 4층 (월평동),127.3641676,36.356815
푸른의원,의원,대전중구,35005,"대전광역시 중구 천근로 40 2,3층 (문화동)",127.4041932,36.3093099
푸른이비인후과의원,의원,대전유성구,34019,대전광역시 유성구 테크노4로 141 (관평동),127.3878069,36.4222622
푸른정형외과의원,의원,대전중구,34989,"대전광역시 중구 대둔산로 397 2층 (산성동, 푸른크리닉)",127.3860234,36.3049476
프라임내과의원,의원,대전서구,35299,대전광역시 서구 계룡로 616 대전오렌지타운 3층 (괴정동),127.3906402,36.3398068
프라임비뇨기과의원,의원,대전서구,35223,대전광역시 서구 월평중로 36 (월평동),127.3641838,36.3579318
프라임의원,의원,대전동구,34693,대전광역시 동구 대전로 465 (가오동),127.4509878,36.3072212
플러스성형외과의원,의원,대전서구,35230,대전광역시 서구 대덕대로 203 6층 (둔산동),127.3779281,36.3512445
플러스연합내과의원,의원,대전대덕구,34417,대전광역시 대덕구 비래동로 7 2층 (비래동),127.4493484,36.3549902
플러스정형외과의원,의원,대전유성구,34068,대전광역시 유성구 반석로 16 반석크리닉빌딩 2층 (반석동),127.3126642,36.3918614
플러스흉부외과의원,의원,대전서구,35233,대전광역시 서구 둔산로51번길 30 3층 301호 (둔산동),127.3872936,36.3510089
플레인의원,의원,대전서구,35241,대전광역시 서구 둔산로 136 (둔산동),127.3889529,36.3509844
피곤제로의원,의원,대전유성구,34019,"대전광역시 유성구 관평2로 56 502호 (관평동, 도모프라자)",127.3880874,36.4220648
하나가정의원,의원,대전대덕구,34404,대전광역시 대덕구 선비마을로23번길 61 (송촌동),127.4446542,36.3649331
하나내과의원,의원,대전서구,35382,대전광역시 서구 관저중로 72 메디컬센터 5층 (관저동),127.335231,36.2985959
하나내과의원,의원,대전대덕구,34379,대전광역시 대덕구 한밭대로 1015 2층 (오정동),127.4112284,36.358598
하나로내과의원,의원,대전대덕구,34411,대전광역시 대덕구 계족산로 1 (중리동),127.4318641,36.3617695
하나로산부인과의원,의원,대전대덕구,34411,"대전광역시 대덕구 계족산로 1 (중리동, 하나로병원)",127.4318641,36.3617695
하나로안과의원,의원,대전대덕구,34411,대전광역시 대덕구 계족산로 1 3층 (중리동),127.4318641,36.3617695
하나로영상의학과의원,의원,대전대덕구,34411,대전광역시 대덕구 계족산로9번길 5 승암크리닉 1. 2. 4층 (중리동),127.4323094,36.36198
하나로의원,의원,대전유성구,34179,"대전광역시 유성구 계룡로 92 (봉명동, CJ나인파크 3층)",127.3405945,36.3534745
하나로이비인후과의원,의원,대전대덕구,34411,대전광역시 대덕구 계족산로 1 (중리동),127.4318641,36.3617695
하나로피부과의원,의원,대전대덕구,34411,대전광역시 대덕구 계족산로 1 2층 (중리동),127.4318641,36.3617695
하나마취통증의학과의원,의원,대전중구,35055,대전광역시 중구 보문산로 56 3층 (산성동),127.3866871,36.3044912
하나비뇨기과의원,의원,대전동구,34572,"대전광역시 동구 동서대로 1688 5층 505호 (성남동, 빅플러스빌딩)",127.437419,36.3488949
하나신경과의원,의원,대전서구,35264,대전광역시 서구 계룡로 633 4층 (탄방동),127.3928633,36.3390543
하나연합의원,의원,대전유성구,34070,대전광역시 유성구 지족로 283 드림타워동 4층 (지족동),127.3080885,36.3877422
하나외과의원,의원,대전유성구,34198,대전광역시 유성구 월드컵대로316번길 64 (상대동),127.3347361,36.3465909
하나의원,의원,대전서구,35426,"대전광역시 서구 벌곡로 655 1,2층 (흑석동)",127.341074,36.2548988
하나정형외과의원,의원,대전대덕구,34379,"대전광역시 대덕구 한밭대로 1015 2,4,5층 (오정동)",127.4112284,36.358598
하이맨비뇨의학과의원,의원,대전동구,34552,대전광역시 동구 동서대로 1641 아남빌딩 12층 (용전동),127.4324003,36.3479322
하준수정신건강의학과의원,의원,대전유성구,34189,대전광역시 유성구 계룡로 150 305호 (봉명동),127.3469003,36.35179
한가정의학과의원,의원,대전동구,34526,대전광역시 동구 백룡로 145 3층 (용운동),127.4543084,36.3280289
한가족내과의원,의원,대전동구,34639,대전광역시 동구 계족로 75 (신흥동),127.4439894,36.3214033
한강외과의원,의원,대전중구,34903,대전광역시 중구 동서대로 1306 (오류동),127.4048086,36.3281023
한겨레정형외과의원,의원,대전유성구,34175,대전광역시 유성구 계룡로 37 (봉명동),127.3351412,36.3556858
한국정형외과의원,의원,대전중구,34883,대전광역시 중구 동서대로 1261 (태평동),127.3998008,36.3273721
한국타이어(주)대전공장부속의원,의원,대전대덕구,34300,대전광역시 대덕구 대덕대로1447번길 40 (목상동),127.4152052,36.451844
한규철마취통증의학과의원,의원,대전중구,35032,"대전광역시 중구 대종로 310 3층 (부사동, 동양빌딩)",127.4349167,36.3136535
한길내과의원,의원,대전동구,34532,대전광역시 동구 동서대로1748번길 82 (가양동),127.4467248,36.3501048
한길마취통증의학과의원,의원,대전동구,34572,"대전광역시 동구 동서대로 1688 4층 404,405호 (성남동, 빅플러스타워)",127.437419,36.3488949
한내과의원,의원,대전서구,35316,대전광역시 서구 도산로 176 2층 (변동),127.3788912,36.3240202
한동균신경과의원,의원,대전동구,34552,대전광역시 동구 동서대로 1661 1층 (용전동),127.4342595,36.3486039
한마음내과의원,의원,대전서구,35381,대전광역시 서구 관저로 172 201호 (관저동),127.3410305,36.2987609
한마음의원,의원,대전서구,35261,대전광역시 서구 문정로 30 3층 (탄방동),127.3828729,36.3463558
한마음의원,의원,대전유성구,34181,대전광역시 유성구 유성대로646번길 61 (구암동),127.3318852,36.3509167
한마음정형외과의원,의원,대전서구,35261,"대전광역시 서구 문정로 32 B1,1,2,3,5층 (탄방동)",127.3830541,36.3464433
한민내과의원,의원,대전중구,34943,대전광역시 중구 대흥로 42 (대흥동),127.4178708,36.3230178
한민정형외과의원,의원,대전서구,35294,"대전광역시 서구 갈마로 245 지하1,지상1층 (괴정동)",127.3815094,36.334146
한빛가정의학과의원,의원,대전동구,34570,대전광역시 동구 동서대로1520번길 28 2층 (삼성동),127.4228288,36.3401628
한빛소아청소년과의원,의원,대전유성구,34140,대전광역시 유성구 어은로 57 (어은동),127.3561171,36.3650212
한빛안과의원,의원,대전대덕구,34418,대전광역시 대덕구 비래동로 20 3층 302호 (비래동),127.4502398,36.3556123
한빛외과의원,의원,대전서구,35281,대전광역시 서구 신갈마로 110-1 3층 (갈마동),127.368789,36.3438542
한빛정신건강의학과의원,의원,대전대덕구,34311,대전광역시 대덕구 신탄진로 822 (신탄진동),127.4291619,36.4507686
한사랑가정의학과의원,의원,대전서구,35400,대전광역시 서구 계백로 1400 1층 일부호 (도마동),127.3774515,36.3121454
한사랑의원,의원,대전유성구,34180,"대전광역시 유성구 유성대로654번길 182 2,4층 (봉명동)",127.3898484,36.3484105
한사랑의원,의원,대전대덕구,34397,"대전광역시 대덕구 계족로664번길 27 201호 (법동, 한마음상가)",127.4314923,36.3711999
한사랑의원,의원,대전중구,35023,대전광역시 중구 대종로 313-1 (부사동),127.4342074,36.3137388
한사랑의원,의원,대전서구,35260,"대전광역시 서구 문예로 19 스카이빌딩 1,6층 (탄방동)",127.3880291,36.3417428
한사랑정형외과의원,의원,대전서구,35269,대전광역시 서구 계룡로 582 (괴정동),127.3880291,36.3417428
한샘내과의원,의원,대전유성구,34171,대전광역시 유성구 유성대로 772 (장대동),127.3362767,36.3609648
한샘정형외과의원,의원,대전서구,35255,"대전광역시 서구 문정로 144 지하1,1,3층 (탄방동)",127.3954471,36.3469854
한솔내과의원,의원,대전서구,35393,대전광역시 서구 계백로 1272 (정림동),127.3643647,36.3072359
한솔안과의원,의원,대전서구,35241,대전광역시 서구 둔산중로 38 8층 (둔산동),127.3872546,36.3499147
한솔외과의원,의원,대전서구,35344,대전광역시 서구 배재로 175 2층 (도마동),127.3700839,36.3241096
한솔의원,의원,대전동구,34676,대전광역시 동구 옥천로180번길 18 2층 (판암동),127.4605921,36.3165359
한스소아청소년과의원,의원,대전중구,34887,"대전광역시 중구 평촌로 58 3층 (유천동, 동양클리닉)",127.3934565,36.3212053
한양내과의원,의원,대전서구,35402,대전광역시 서구 계백로 1440 3층 (도마동),127.3811345,36.3133029
한양의원,의원,대전서구,35255,"대전광역시 서구 문정로 134 2,5,6층 (탄방동)",127.3942421,36.3464746
한우리의원,의원,대전대덕구,34417,"대전광역시 대덕구 비래동로15번길 2 2층 (비래동, 대아코아비동)",127.449761,36.3556604
한이비인후과의원,의원,대전유성구,34086,대전광역시 유성구 은구비로 36 (지족동),127.3189963,36.3756029
한찬수마취통증의학과의원,의원,대전서구,35240,대전광역시 서구 둔산로 121 4층 (둔산동),127.3874166,36.351539
한화생명대전부속의원,의원,대전서구,35233,대전광역시 서구 둔산북로 56 (둔산동),127.380819,36.3554416
해든의원,의원,대전대덕구,34374,대전광역시 대덕구 동심1길 26 2층 (대화동),127.4161941,36.3629481
해맑은이비인후과의원,의원,대전대덕구,34317,대전광역시 대덕구 대덕대로 1590 2층 (석봉동),127.4245009,36.4501247
해맑은정신건강의학과의원,의원,대전서구,35234,대전광역시 서구 대덕대로 182 4층 (둔산동),127.3776488,36.3492885
해켓신경외과의원,의원,대전동구,34626,대전광역시 동구 대전로 822 2층 (정동),127.4322114,36.3327349
해통성준의원,의원,대전대덕구,34318,대전광역시 대덕구 석봉로37번길 65 2층 (석봉동),127.4259087,36.4503011
햇살이비인후과의원,의원,대전중구,34812,대전광역시 중구 목중로 50 중촌동제일프라자 4층 406호 (중촌동),127.4096161,36.3378398
행림내과의원,의원,대전서구,35321,대전광역시 서구 도산로 197 2층 (변동),127.3791566,36.3260025
행복이가득한내과의원,의원,대전중구,34849,"대전광역시 중구 동서대로 1388 상가 201호 (목동, 금호한사랑아파트)",127.4129933,36.3316265
행복한내과의원,의원,대전동구,34692,대전광역시 동구 은어송로 33 (가오동),127.4535128,36.3049545
행복한이비인후과의원,의원,대전대덕구,34418,대전광역시 대덕구 비래동로 20 4층 (비래동),127.4502398,36.3556123
행복한정형외과의원,의원,대전서구,35401,"대전광역시 서구 도산로 45 4층 402호 (도마동, 엔젤크리닉)",127.3803034,36.3126705
현대가정의원,의원,대전동구,34554,대전광역시 동구 홍도로 19-1 (홍도동),127.4294455,36.3480597
현대가정의원,의원,대전중구,34899,"대전광역시 중구 계백로 1619 306호 (유천동, 벽산프라자)",127.3997468,36.319306
현대가정의학과의원,의원,대전유성구,34117,대전광역시 유성구 신성남로 41 4층 (신성동),127.3499959,36.3868181
현대내과의원,의원,대전서구,35400,"대전광역시 서구 계백로 1426 203호 (도마동, 써머스빌)",127.3796828,36.3125381
현대비뇨기과의원,의원,대전중구,34989,대전광역시 중구 대둔산로 397 401호 (산성동),127.3860234,36.3049476
현대소아청소년과의원,의원,대전서구,35373,"대전광역시 서구 관저로 84 202호 (관저동, 구봉마을아파트8단지상가)",127.3314031,36.2979174
현대우리들의원,의원,대전유성구,34171,대전광역시 유성구 문화원로 14 2층 201호 (장대동),127.3377255,36.3613741
현대의원,의원,대전서구,35315,대전광역시 서구 도산로 237 (내동),127.3814968,36.3291896
현대의원,의원,대전대덕구,34354,"대전광역시 대덕구 계족로761번길 24 207호 (읍내동, 현대상가)",127.4262737,36.37898
현대의원,의원,대전유성구,34219,대전광역시 유성구 대정로28번안길 83 (대정동),127.3210875,36.3134318
현대의원,의원,대전동구,34630,대전광역시 동구 대전로 771 중앙프라자 3층 301호 (원동),127.433797,36.3284833
현대이비인후과의원,의원,대전중구,34832,대전광역시 중구 중앙로 159 3층 (은행동),127.4271868,36.3294423
현대정형외과의원,의원,대전동구,34587,대전광역시 동구 우암로 229 (가양동),127.441799,36.343824
현대중앙의원,의원,대전중구,35080,대전광역시 중구 대둔산로 363 2층 (산성동),127.3858535,36.3017665
현대진단검사의학과의원,의원,대전유성구,34138,대전광역시 유성구 농대로 31 (궁동),127.3528079,36.3633476
현이비인후과의원,의원,대전대덕구,34408,"대전광역시 대덕구 송촌북로16번길 57 401호 (송촌동, 선비큐랜드)",127.4392513,36.3652151
혜민의원,의원,대전동구,34702,대전광역시 동구 산내로 1360 (낭월동),127.4660509,36.284489
혜인통증의학과의원,의원,대전서구,35382,대전광역시 서구 관저로 164 4층 (관저동),127.3399952,36.298735
호재활의학과의원,의원,대전서구,35234,대전광역시 서구 대덕대로 200 4층 (둔산동),127.3785089,36.3506412
홍산부인과의원,의원,대전서구,35234,대전광역시 서구 대덕대로176번길 9 2층 (둔산동),127.3776039,36.3486834
홍석철내과의원,의원,대전중구,35012,"대전광역시 중구 보문산로 61 3층 (산성동, 산성클리닉)",127.3871772,36.3050823
홍인비뇨기과의원,의원,대전유성구,34068,대전광역시 유성구 반석로 16 (반석동),127.3126642,36.3918614
활기찬의원,의원,대전중구,34909,"대전광역시 중구 계룡로 880 2,3층 (오류동)",127.4114392,36.3229704
황석주내과의원,의원,대전동구,34676,대전광역시 동구 옥천로 148 2층 (판암동),127.4566505,36.3166631
황안과의원,의원,대전중구,34976,대전광역시 중구 계백로 1562 (유천동),127.3938446,36.3172185
효동성모의원,의원,대전동구,34636,"대전광역시 동구 대전로 646 2층 203호 (효동, 효동현대아파트)",127.4407245,36.3182479
효안과의원,의원,대전서구,35230,"대전광역시 서구 대덕대로 179 7층,8층 (둔산동)",127.3768209,36.3494046
효촌푸른의원,의원,대전동구,34579,대전광역시 동구 동서대로1668번길 33 2층 (성남동),127.435234,36.3469385
휴정신건강의학과의원,의원,대전서구,35234,"대전광역시 서구 둔산로 52 5층 (둔산동, 미라클빌딩)",127.379713,36.3510389
희망정신건강의학과의원,의원,대전서구,35230,대전광역시 서구 대덕대로 199 2층 (둔산동),127.3777972,36.3510361
李편한마음정신건강의학과의원,의원,대전중구,34917,대전광역시 중구 대흥로 105 3층 (대흥동),127.4239096,36.3231609
국군대전치과병원,치과병원,대전유성구,34059,대전광역시 유성구 자운로 90  (자운동),127.3497314,36.3983507
서울치과병원,치과병원,대전동구,34552,"대전광역시 동구 동서대로 1641 6,7층 (용전동)",127.4324003,36.3479322
에이스마일치과병원,치과병원,대전유성구,34068,"대전광역시 유성구 반석로 24 2, 3층 (반석동)",127.31205,36.3917189
의료법인 영훈의료재단 선치과병원,치과병원,대전중구,34813,대전광역시 중구 대종로 645  (중촌동),127.414053,36.3378677
이엘치과병원,치과병원,대전대덕구,34312,대전광역시 대덕구 신탄진로 782  (신탄진동),127.4299292,36.4471513
학교법인 원광학원 원광대학교치과대학 대전치과병원,치과병원,대전서구,35233,대전광역시 서구 둔산로 77 (둔산동),127.3824144,36.351592
